basename,label,score,row_count
section_00_test_anomaly_0300_asd3dp_s0020_clip0000026.wav,1,13.361211679732264,934
section_00_test_anomaly_0301_asd3dp_s0020_clip0000040.wav,1,13.518525992522148,934
section_00_test_anomaly_0302_asd3dp_s0020_clip0000068.wav,1,13.242808784100943,934
section_00_test_anomaly_0303_asd3dp_s0020_clip0000082.wav,1,13.239354344966324,934
section_00_test_anomaly_0304_asd3dp_s0020_clip0000095.wav,1,12.988295371323122,934
section_00_test_anomaly_0305_asd3dp_s0020_clip0000127.wav,1,13.365867752589812,934
section_00_test_anomaly_0306_asd3dp_s0020_clip0000142.wav,1,13.392651486447843,934
section_00_test_anomaly_0307_asd3dp_s0020_clip0000158.wav,1,13.717807799386263,934
section_00_test_anomaly_0308_asd3dp_s0020_clip0000175.wav,1,14.148068714958697,934
section_00_test_anomaly_0309_asd3dp_s0021_clip0000030.wav,1,13.382177614297806,934
section_00_test_anomaly_0310_asd3dp_s0021_clip0000048.wav,1,13.178563859273842,934
section_00_test_anomaly_0311_asd3dp_s0021_clip0000053.wav,1,13.421268487640315,934
section_00_test_anomaly_0312_asd3dp_s0021_clip0000071.wav,1,13.266727848788145,934
section_00_test_anomaly_0313_asd3dp_s0021_clip0000098.wav,1,13.463530386285557,934
section_00_test_anomaly_0314_asd3dp_s0021_clip0000115.wav,1,13.406924604093238,934
section_00_test_anomaly_0315_asd3dp_s0021_clip0000133.wav,1,13.4465342956641,934
section_00_test_anomaly_0316_asd3dp_s0021_clip0000147.wav,1,13.366153218761502,934
section_00_test_anomaly_0317_asd3dp_s0021_clip0000158.wav,1,13.910994648167613,934
section_00_test_anomaly_0318_asd3dp_s0022_clip0000009.wav,1,13.88286809594524,934
section_00_test_anomaly_0319_asd3dp_s0022_clip0000031.wav,1,13.384651754857131,934
section_00_test_anomaly_0320_asd3dp_s0022_clip0000054.wav,1,13.464477970972817,934
section_00_test_anomaly_0321_asd3dp_s0022_clip0000067.wav,1,13.432197482989228,934
section_00_test_anomaly_0322_asd3dp_s0022_clip0000092.wav,1,13.168925473215237,934
section_00_test_anomaly_0323_asd3dp_s0022_clip0000100.wav,1,13.197522583048656,934
section_00_test_anomaly_0324_asd3dp_s0022_clip0000120.wav,1,13.53280069996509,934
section_00_test_anomaly_0325_asd3dp_s0022_clip0000149.wav,1,13.677353284088396,934
section_00_test_anomaly_0326_asd3dp_s0022_clip0000159.wav,1,13.952117953617005,934
section_00_test_anomaly_0327_asd3dp_s0023_clip0000019.wav,1,14.74735558671155,934
section_00_test_anomaly_0328_asd3dp_s0023_clip0000033.wav,1,13.709843961278683,934
section_00_test_anomaly_0329_asd3dp_s0023_clip0000054.wav,1,13.504743138013101,934
section_00_test_anomaly_0330_asd3dp_s0023_clip0000066.wav,1,13.270157056395961,934
section_00_test_anomaly_0331_asd3dp_s0023_clip0000097.wav,1,13.631273291095676,934
section_00_test_anomaly_0332_asd3dp_s0023_clip0000108.wav,1,13.656670566289277,934
section_00_test_anomaly_0333_asd3dp_s0023_clip0000128.wav,1,13.67427964792517,934
section_00_test_anomaly_0334_asd3dp_s0023_clip0000143.wav,1,13.391726085409617,934
section_00_test_anomaly_0335_asd3dp_s0023_clip0000161.wav,1,14.3516381312744,934
section_00_test_anomaly_0336_asd3dp_s0024_clip0000019.wav,1,14.049418340147946,934
section_00_test_anomaly_0337_asd3dp_s0024_clip0000034.wav,1,13.427845381056727,934
section_00_test_anomaly_0338_asd3dp_s0024_clip0000049.wav,1,13.086019672214091,934
section_00_test_anomaly_0339_asd3dp_s0024_clip0000082.wav,1,13.187408019439566,934
section_00_test_anomaly_0340_asd3dp_s0024_clip0000089.wav,1,12.889698416568994,934
section_00_test_anomaly_0341_asd3dp_s0024_clip0000122.wav,1,13.580464862398724,934
section_00_test_anomaly_0342_asd3dp_s0024_clip0000147.wav,1,13.504499355781768,934
section_00_test_anomaly_0343_asd3dp_s0024_clip0000166.wav,1,14.331406725040084,934
section_00_test_anomaly_0344_asd3dp_s0025_clip0000021.wav,1,13.801031313820621,934
section_00_test_anomaly_0345_asd3dp_s0025_clip0000041.wav,1,13.445309867695517,934
section_00_test_anomaly_0346_asd3dp_s0025_clip0000052.wav,1,13.121394856838904,934
section_00_test_anomaly_0347_asd3dp_s0025_clip0000076.wav,1,13.254649477801435,934
section_00_test_anomaly_0348_asd3dp_s0025_clip0000095.wav,1,13.360439340358628,934
section_00_test_anomaly_0349_asd3dp_s0025_clip0000117.wav,1,13.427292915687316,934
section_00_test_anomaly_0350_asd3dp_s0025_clip0000144.wav,1,13.45057568662427,934
section_00_test_anomaly_0351_asd3dp_s0025_clip0000155.wav,1,13.872318348486367,934
section_00_test_anomaly_0352_asd3dp_s0026_clip0000020.wav,1,13.586302043539042,934
section_00_test_anomaly_0353_asd3dp_s0026_clip0000052.wav,1,13.227760275119888,934
section_00_test_anomaly_0354_asd3dp_s0026_clip0000066.wav,1,13.345805609251753,934
section_00_test_anomaly_0355_asd3dp_s0026_clip0000079.wav,1,13.258474128404572,934
section_00_test_anomaly_0356_asd3dp_s0026_clip0000115.wav,1,13.623641812571622,934
section_00_test_anomaly_0357_asd3dp_s0026_clip0000122.wav,1,13.362088161566527,934
section_00_test_anomaly_0358_asd3dp_s0026_clip0000140.wav,1,13.463535545724874,934
section_00_test_anomaly_0359_asd3dp_s0026_clip0000173.wav,1,14.049224904568854,934
section_00_test_anomaly_0360_asd3dp_s0027_clip0000032.wav,1,13.484440987319456,934
section_00_test_anomaly_0361_asd3dp_s0027_clip0000039.wav,1,13.345538807119496,934
section_00_test_anomaly_0362_asd3dp_s0027_clip0000073.wav,1,13.176747860183552,934
section_00_test_anomaly_0363_asd3dp_s0027_clip0000092.wav,1,13.191784670827731,934
section_00_test_anomaly_0364_asd3dp_s0027_clip0000097.wav,1,13.325330038907952,934
section_00_test_anomaly_0365_asd3dp_s0027_clip0000132.wav,1,13.296055461916218,934
section_00_test_anomaly_0366_asd3dp_s0027_clip0000143.wav,1,13.626675189179577,934
section_00_test_anomaly_0367_asd3dp_s0027_clip0000173.wav,1,14.275801142992758,934
section_00_test_anomaly_0368_asd3dp_s0028_clip0000025.wav,1,13.49985523856937,934
section_00_test_anomaly_0369_asd3dp_s0028_clip0000035.wav,1,13.514371299131014,934
section_00_test_anomaly_0370_asd3dp_s0028_clip0000058.wav,1,13.229647915164204,934
section_00_test_anomaly_0371_asd3dp_s0028_clip0000068.wav,1,13.246126237211698,934
section_00_test_anomaly_0372_asd3dp_s0028_clip0000100.wav,1,13.643450310194519,934
section_00_test_anomaly_0373_asd3dp_s0028_clip0000120.wav,1,13.565344440860462,934
section_00_test_anomaly_0374_asd3dp_s0028_clip0000130.wav,1,13.69408535395751,934
section_00_test_anomaly_0375_asd3dp_s0028_clip0000151.wav,1,13.536251823703022,934
section_00_test_anomaly_0376_asd3dp_s0029_clip0000010.wav,1,12.983765719534244,934
section_00_test_anomaly_0377_asd3dp_s0029_clip0000068.wav,1,12.86363591371818,934
section_00_test_anomaly_0378_asd3dp_s0029_clip0000098.wav,1,12.88318698666591,934
section_00_test_anomaly_0379_asd3dp_s0029_clip0000135.wav,1,12.99045570402125,934
section_00_test_anomaly_0380_asd3dp_s0029_clip0000183.wav,1,12.978954928845358,934
section_00_test_anomaly_0381_asd3dp_s0029_clip0000195.wav,1,13.113641097663047,934
section_00_test_anomaly_0382_asd3dp_s0029_clip0000264.wav,1,13.332534484740753,934
